Address,info_a,info_b,price,size
"Vesalantie 62, Vesala, Helsinki","
				Paritalo, 1985
			","
				2-3 h, k, s, kph, piha
			","
237 000 €


","

237 000 €




67,5 m²



"
"Maisemamaalauksenkatu 4 E, Kuninkaantammi, Helsinki","
				Kerrostalo, 2021
			","
				3h, avok, kph, s, vh, et, lasit. parveke
			","
289 000 €


","

289 000 €




67 m²



"
"Topeliuksenkatu 3b D, Töölö, Helsinki","
				Kerrostalo, 1934
			","
				2-3 h + kph + halli (ytj.2h+k)
			","
470 000 €


","

470 000 €




63 m²



"
"Pajalahdentie 27, Lauttasaari, Helsinki","
				Kerrostalo, 1940
			","
				2 h, kk, kph, ranskalainen parveke
			","
275 000 €


","

275 000 €




41,8 m²



"
"Muotoilijankatu 6 A, Arabianranta, Helsinki","
				Kerrostalo, 2007
			","
				2h+k+s
			","
358 000 €


","

358 000 €




56,5 m²



"
"Tammisalontie 7, Tammisalo, Helsinki","
				Kerrostalo, 1981
			","
				2h, kk, kph
			","
126 000 €


","

126 000 €




46,5 m²



"
"Matkamiehentie 12 B, Etelä-Haaga, Helsinki","
				Kerrostalo, 1965
			","
				2h+k+p
			","
235 000 €


","

235 000 €




51 m²



"
"Länsisatamankatu 18 F 112, Jätkäsaari, Helsinki","
				Kerrostalo, 2024
			","
				2h+kt
			","
382 200 €


				Hoitovastike 436,1 €/kk
			
","

382 200 €


				Hoitovastike 436,1 €/kk
			


49 m²

				7 800 €/m²
			


3/10

				Kerros
			

"
"Taidemaalarinkatu 10 A, Kuninkaantammi, HELSINKI","
				Kerrostalo, 2018
			","
				3h + avok + s + p
			","
290 000 €


","

290 000 €




65 m²



"
"Kuminakuja 4 F, Yliskylä, Helsinki","
				Kerrostalo, 1972
			","
				3h, k, kph, lasitettu parveke
			","
215 000 €


","

215 000 €




68,5 m²



"
"Ohjaajantie 3 B, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1954
			","
				2h+k (yhtiöjärjestyksen mukaan 2 h + k)
			","
218 000 €


","

218 000 €




48 m²



"
"Ketokivenkaari 30 D, Pihlajamäki, Helsinki","
				Paritalo, 2016
			","
				3 h+k+kph/s+erill.wc+p.
			","
299 800 €


","

299 800 €




72 m²



"
"Myllärintanhua 6 J, Myllypuro, Helsinki","
				Kerrostalo, 1987
			","
				3h+k
			","
221 000 €


","

221 000 €




75 m²



"
"Meri-Rastilatie 3 b, helsinki, Helsinki","
				Muu
			","
				2h
			","
87 821 €


","

87 821 €




88,5 m²



"
"Niittaajankatu 10 B, Herttoniemi, Helsinki","
				Kerrostalo, 2019
			","
				3h, k, kph, s, l.parveke
			","
419 000 €


","

419 000 €




74 m²



"
"Välimetsäntie 9, Oulunkylä, Helsinki","
				Kerrostalo, 1971
			","
				3h, k, kph, wc, vh, lasitettu parveke
			","
229 000 €


","

229 000 €




79,5 m²



"
"Vuolukiventie 4, Pihlajamäki, Helsinki","
				Kerrostalo, 1964
			","
				2h + p
			","
179 000 €


","

179 000 €




60 m²



"
"Runeberginkatu 4 b, Kamppi, Helsinki","
				Kerrostalo, 1988
			","
				3h, k, kph, s, erill.wc, las.parv.
			","
510 000 €


","

510 000 €




83 m²



"
"Valhallankatu 7, Taka-Töölö, Helsinki","
				Kerrostalo, 1940
			","
				3h, avok, kph, kh-tila
			","
486 000 €


","

486 000 €




69 m²



"
"Otavantie 5 A, Lauttasaari, Helsinki","
				Kerrostalo, 1938
			","
				3h+k+kph+palv.h.
			","
468 000 €


","

468 000 €




74 m²



"
"Tilkantori 3 A, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1994
			","
				3h + k + s + p + wc
			","
355 000 €


","

355 000 €




76 m²



"
"Hallainvuorentie 13, Myllypuro, Helsinki","
				Rivitalo, 2003
			","
				3h, k, kph/s, kh, 2xerill.wc, lasit.terassi, lasit.parveke
			","
329 000 €


","

329 000 €




87 m²



"
"Hämeentie 7, Hakaniemi, Helsinki","
				Kerrostalo, 1985
			","
				2h, k, s, l.parv
			","
344 000 €


","

344 000 €




59,5 m²



"
"Katajaharjuntie 5, Lauttasaari, Helsinki","
				Kerrostalo, 1956
			","
				Todella viehättävä ylimmän kerroksen kulmahuoneisto!
			","
455 000 €


","

455 000 €




65 m²



"
"Korkeavuorenkatu 15 B, Ullanlinna, Helsinki","
				Kerrostalo, 1927
			","
				3h, k, halli
			","
822 000 €


","

822 000 €




86,5 m²



"
"Perustie 21, Munkkiniemi, Helsinki","
				Kerrostalo, 1937
			","
				2h (avokeittiö) + alkovi + kph (yhtiöjärjestyksen mukaan 2h + k)
			","
355 000 €


","

355 000 €




60 m²



"
"Teollisuuskatu 26 C, Vallila, Helsinki","
				Kerrostalo, 2018
			","
				3h+kt+kph+p+vh
			","
479 000 €


","

479 000 €




74,5 m²



"
"Kasöörinkatu 4 B, Itä-Pasila, Helsinki","
				Kerrostalo, 1975
			","
				2h,k,kph,vh,las.p
			","
199 000 €


","

199 000 €




45,5 m²



"
"Katajaharjuntie 19, Lauttasaari, Helsinki","
				Kerrostalo, 1960
			","
				3h, kk, kph + las.parv.
			","
338 000 €


","

338 000 €




54,4 m²



"
"Harjannetie 17 B, Viikinmäki, Helsinki","
				Kerrostalo, 2014
			","
				2h + avok + s + p
			","
246 500 €


","

246 500 €




59 m²



"
"Lauttasaarentie 54 D, Lauttasaari, Helsinki","
				Kerrostalo, 2020
			","
				2h, kt, kph, s, parveke
			","
385 000 €


				Hoitovastike 226,2 €/kk
			
","

385 000 €


				Hoitovastike 226,2 €/kk
			


58 m²

				6 637,9 €/m²
			


3/7

				Kerros
			

"
"Kallvikinniementie 35b C, Vuosaari, Helsinki","
				Kerrostalo, 1958
			","
				3h,k,kphx2,parveke (yhtiöjärj 3h+k+kph+wc+parv)
			","
469 000 €


","

469 000 €




84 m²



"
"Metsänhoitajankatu 12 B, Viikki, Helsinki","
				Kerrostalo, 2008
			","
				2h+k+s+2xlas.parv
			","
289 000 €


","

289 000 €




64,5 m²



"
"Sulkapolku 1 C48, Pitäjänmäki, Helsinki","
				Kerrostalo, 2022
			","
				3h+kt+s
			","
361 600 €


				Hoitovastike 416,9 €/kk
			
","

361 600 €


				Hoitovastike 416,9 €/kk
			


72,5 m²

				4 987,6 €/m²
			


3/5

				Kerros
			

"
"Haapaperhosentie 23, Honkasuo, Helsinki","
				Kerrostalo, 2017
			","
				2h+avok+kph+vh+p
			","
195 000 €


","

195 000 €




45,5 m²



"
"Koukkusaarentie 1, Vuosaari, Helsinki","
				Kerrostalo, 1966
			","
				3h, k, kph, lasitettu parveke
			","
178 000 €


","

178 000 €




63 m²



"
"Roihuvuorentie 38, Herttoniemi, Helsinki","
				Rivitalo, 2019
			","
				2h+kt
			","
38 014 €


","

38 014 €




49 m²



"
"Piippuhylly 2, Vuosaari, Helsinki","
				Rivitalo, 2014
			","
				2h+kt+s
			","
42 510 €


","

42 510 €




63,5 m²



"
"Maasälväntie 8 A, Pihlajamäki, Helsinki","
				Kerrostalo, 1962
			","
				2h+kk
			","
139 000 €


","

139 000 €




46 m²



"
"Solvikinkatu 1 C, Aurinkolahti, Helsinki","
				Kerrostalo, 2002
			",,"
410 000 €


","

410 000 €




65 m²



"
"Yllästunturintie 3 F, Mellunmäki, Helsinki","
				Kerrostalo, 1975
			",,"
135 000 €


","

135 000 €




77 m²



"
"Karavaanikuja 4, Vuosaari, Helsinki","
				Kerrostalo, 2018
			","
				2H+KT
			","
31 596 €


","

31 596 €




52 m²



"
"Hietalahdenranta 2 B 76, Punavuori, Helsinki","
				Kerrostalo, 2023
			","
				2H+KT+S
			","
699 600 €


				Hoitovastike 254,4 €/kk
			
","

699 600 €


				Hoitovastike 254,4 €/kk
			


53 m²

				13 200 €/m²
			


3/12

				Kerros
			

"
"Korkeavuorenkatu 24, Kaartinkaupunki, Helsinki","
				Kerrostalo, 1908
			","
				3h, k, kph, wc
			","
940 000 €


","

940 000 €




110 m²



"
"Meritullinkatu 9 B, Kruununhaka, Helsinki","
				Kerrostalo, 1903
			","
				3h+k+kph+erillinen wc
			","
758 000 €


","

758 000 €




91,5 m²



"
"Jäkäläpolku 4 H, Tapanila, Helsinki","
				Kerrostalo, 1985
			","
				2h, k
			","
139 000 €


","

139 000 €




56 m²



"
"Patterikuja 4, Mellunkylä, Helsinki","
				Luhtitalo, 2003
			","
				2h+k+s
			","
25 255 €


","

25 255 €




60 m²



"
"Vanhanlinnantie 10 B, Puotinharju, Helsinki","
				Kerrostalo, 2000
			","
				2h+avokeittiö+s+lasitettu parveke
			","
186 000 €


","

186 000 €




49 m²



"
"Erkki Melartinin tie 7 G, Pukinmäki, Helsinki","
				Kerrostalo, 1978
			","
				3h+k
			","
172 000 €


","

172 000 €




74 m²



"
"Kankaretie 2 E, Jakomäki, Helsinki","
				Kerrostalo, 1989
			","
				2h+kk+kph+parveke
			","
117 000 €


","

117 000 €




44,5 m²



"
"Rahapajankatu 3, Katajanokka, Helsinki","
				Kerrostalo, 1913
			","
				2-3h, k, kph, erill.wc
			","
598 000 €


","

598 000 €




67 m²



"
"Kutomotie 14, Pitäjänmäki, Helsinki","
				Kerrostalo, 2017
			","
				3h, k, kph, s, vh
			","
435 000 €


","

435 000 €




74 m²



"
"Ida Aalbergin tie 5 F, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1957
			","
				2h+k+vh+kph+lasitettu parveke
			","
269 000 €


","

269 000 €




48 m²



"
"Sturenkatu 9 B, Alppiharju, Helsinki","
				Kerrostalo, 1946
			","
				2h+kk+kph
			","
264 000 €


","

264 000 €




36 m²



"
"Ulappasaarentie 2 B, Vuosaari, Helsinki","
				Kerrostalo, 2006
			","
				2h, kk, s, p
			","
198 000 €


","

198 000 €




50 m²



"
"Porvoonkatu 1 C, Alppiharju, Helsinki","
				Kerrostalo, 1963
			","
				2h+kk+kph+lasitettu parveke
			","
235 000 €


","

235 000 €




42 m²



"
"Inkoonkatu 3, Alppila, Helsinki","
				Kerrostalo, 1969
			","
				2h, keittiö, kph ja 2 x vh ja parveke
			","
295 000 €


","

295 000 €




61 m²



"
"Jääkärinkatu 3, Ullanlinna, Helsinki","
				Kerrostalo, 1928
			","
				2-3h, k, kph
			","
416 000 €


","

416 000 €




49 m²



"
"Hämeentie 147 A, Arabia, Helsinki","
				Kerrostalo, 2007
			","
				2h, keittiö, sauna + kph, vh
			","
335 000 €


","

335 000 €




56,5 m²



"
"Satamasaarentie 4, Vuosaari, Helsinki","
				Kerrostalo, 1966
			","
				2h, k, kph, lasitettu parveke
			","
159 000 €


","

159 000 €




49 m²



"
"Kurkisuontie 16 H, Kurkimäki, Helsinki","
				Kerrostalo, 1984
			","
				3h+k+s+erill.wc+vh+parv (vir. 3h+k+s)
			","
196 000 €


","

196 000 €




81 m²



"
"Kulmakatu 7, Kruununhaka, Helsinki","
				Kerrostalo, 1939
			","
				2-3h, avok, kph
			","
460 000 €


","

460 000 €




58 m²



"
"Kiertotähdentie 2 A, Siltamäki, Helsinki","
				Kerrostalo, 1974
			","
				2 h, k, kh/wc, vh, lasitettu p (Yj. 2 h+k)
			","
105 000 €


","

105 000 €




63,5 m²



"
"Risto Rytin tie 24, Kulosaari, Helsinki","
				Kerrostalo, 1961
			","
				3h+k+kph+parv.
			","
438 000 €


","

438 000 €




74 m²



"
"Turkismiehentie 4 C, Pitäjänmäki, Helsinki","
				Kerrostalo, 1977
			","
				2h + k
			","
126 000 €


","

126 000 €




60,5 m²



"
"Pengerkatu 25 A, Kallio, Helsinki","
				Kerrostalo, 1928
			","
				2h, avok, kph, et
			","
348 000 €


","

348 000 €




48,5 m²



"
"Luoteisväylä 32, Lauttasaari, Helsinki","
				Kerrostalo, 1961
			","
				3h, avok, kph, vh, lasit. p.
			","
469 000 €


","

469 000 €




73,4 m²



"
"Ristolantie 20, Haaga, Helsinki","
				Kerrostalo, 1959
			","
				2h + kk + vh + lasitettu parveke
			","
229 000 €


","

229 000 €




38 m²



"
"Porintie 2 B 24, Munkkivuori, Helsinki","
				Kerrostalo, 1958
			","
				3h+k+kph+las.parv
			","
355 000 €


","

355 000 €




65 m²



"
"Telttakuja 3, Suurmetsä, Helsinki","
				Kerrostalo, 2014
			","
				3h+kt+s
			","
47 388 €


","

47 388 €




68 m²



"
"Permanto 10, Vuosaari, Helsinki","
				Rivitalo, 2015
			","
				2h+kt+s
			","
41 701 €


","

41 701 €




58 m²



"
"Solnantie 26 B, Munkkiniemi, Helsinki","
				Kerrostalo, 1939
			","
				2 h + kk
			","
255 000 €


","

255 000 €




37 m²



"
"Kasarmikatu 28 A, Kaartinkaupunki/Ullanlinna, Helsinki","
				Kerrostalo, 1882
			","
				2-3h+k+2xkph
			","
749 000 €


","

749 000 €




70 m²



"
"Aarteenetsijänkuja 8, Vesala, Helsinki","
				Kerrostalo, 1988
			","
				2h k s lasitwttu parveke
			","
158 000 €


","

158 000 €




53 m²



"
"Sähköttäjänkatu 2 C, Itä-Pasila, Helsinki","
				Kerrostalo, 1975
			","
				3h, k, kph, vh, lasitettu parveke
			","
265 000 €


","

265 000 €




64,5 m²



"
"Otto Brandtin tie 6 C, Veräjämäki/Oulunkylä, Helsinki","
				Rivitalo, 1986
			","
				3 h, k, kh/s, 2 wc, vh, piha ( Yj. 3h+k+s)
			","
398 000 €


","

398 000 €




81,5 m²



"
"Luoteisväylä 33, Lauttasaari, Helsinki","
				Rivitalo, 1938
			","
				2-3h+avokeittiö+kph (yht.järj.mukaan 3h+tk)
			","
489 000 €


","

489 000 €




57 m²



"
"Albertinkatu 7 C, Punavuori, Helsinki","
				Kerrostalo, 1906
			","
				3h, k, kph (yj:n mukaan 2h+k+WC)
			","
672 000 €


","

672 000 €




80 m²



"
"Isonvillasaarentie 1 B, Vuosaari, Helsinki","
				Kerrostalo, 1965
			","
				2h+k+kph+p
			","
145 000 €


","

145 000 €




51 m²



"
"Mannerheimintie 76 A 72, Töölö, Helsinki","
				Kerrostalo, 2024
			","
				2h + avok + parveke + kph
			","
498 800 €


","

498 800 €




52 m²



"
"Mäkelänkatu 4 D, Vallila, Helsinki","
				Kerrostalo, 1950
			","
				2h,k,kph,parveke (yhtiöjärjestyksen mukaan 2 h+k)
			","
314 000 €


","

314 000 €




57 m²



"
"Pläsinpellonkuja 4 A, Töyrynummi, Helsinki","
				Kerrostalo, 2017
			","
				3h+k+s+wc+lasitettu parveke
			","
289 000 €


","

289 000 €




78 m²



"
"Uudentuvantie 15, Itä-Pakila, Helsinki","
				Rivitalo, 2012
			","
				3 h, avok., kph/kh, s 87,5m2 + lämmin käyttöullakko n. 40 m2 (lattiapa.) + autokatos ja paikka
			","
525 000 €


","

525 000 €




127 m²



"
"Hämeentie 153, Arabianranta, Helsinki","
				Kerrostalo, 2022
			","
				3h, k, s, p
			","
499 000 €


","

499 000 €




83,5 m²



"
"Vespertie 6 C, Etelä-Haaga, Helsinki","
				Kerrostalo, 1961
			","
				2h, k, kph, vh, lasitettu parveke
			","
294 000 €


","

294 000 €




57 m²



"
"Kivikonkaari 40, Mellunkylä, Helsinki","
				Kerrostalo, 2015
			","
				2h+k
			","
43 781 €


","

43 781 €




65 m²



"
"Violankatu 7, Hermanni, Helsinki","
				Kerrostalo, 1955
			","
				3h,k,kph
			","
366 000 €


","

366 000 €




71,5 m²



"
"Kaunispääntie 2 R, Mellunmäki, Helsinki","
				Kerrostalo, 1974
			","
				3 h + k + kph + p (3 h + k)
			","
169 000 €


","

169 000 €




73 m²



"
"Maustetehtaankatu 5 B, Aurinkolahti, Helsinki","
				Kerrostalo, 2006
			","
				2h, kk, kph, parveke
			","
229 000 €


","

229 000 €




40,5 m²



"
"Köökarinkuja 3 D, Laajasalo, Helsinki","
				Kerrostalo, 1971
			","
				2h+k+kph+parveke
			","
228 000 €


","

228 000 €




56 m²



"
"Valpurintie 4, Meilahti, Helsinki","
				Kerrostalo, 1942
			","
				2h, halli, kk, kph
			","
262 000 €


","

262 000 €




48 m²



"
"Eerikinkatu 14 A, Kamppi, Helsinki","
				Kerrostalo
			","
				2h, avokeittiö
			","
299 000 €


","

299 000 €




37,3 m²



"
"Vironkatu 7 K, Kruununhaka, Helsinki","
				Kerrostalo, 1890
			","
				2h, avok, kph, sauna
			","
497 000 €


","

497 000 €




70,5 m²



"
"Junonkatu 6, Sörnäinen, Helsinki","
				Kerrostalo, 2016
			","
				3h + avok + s + p
			","
414 000 €


","

414 000 €




84 m²



"
"Kornetintie 14, Pitäjänmäki, Helsinki","
				Kerrostalo, 1947
			","
				3h, k, kph, parveke
			","
349 800 €


","

349 800 €




66 m²



"
"Pohjoinen Hesperiankatu 35 B 82, Töölö, Helsinki","
				Kerrostalo, 2024
			","
				LOFT 3h+k+kph+wc + lasitettu parveke 
			","
978 000 €


","

978 000 €




80 m²



"
"Kirjokiventie 1 ja 2, Maununneva, Helsinki","
				Kerrostalo, 2002
			","
				3H+KK+S
			","
26 470 €


","

26 470 €




64,5 m²



"
"Korsitie 1 A, Töyrynummi, Helsinki","
				Rivitalo, 1967
			","
				Oh,k,rt,kph/wc,terassipiha
			","
189 000 €


","

189 000 €




60 m²



"
"Norkkokuja 6 ja 7, Viikki, Helsinki","
				Luhtitalo, 2001
			","
				3H+K
			","
27 405 €


","

27 405 €




63 m²



"
"Mustankivenaukio 5, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2h, k, s, las.parveke
			","
199 000 €


","

199 000 €




57 m²



"
"Särkiniementie 9 F, Lauttasaari, Helsinki","
				Kerrostalo, 1973
			","
				3h, k, rt, kph, s ja p
			","
475 000 €


","

475 000 €




77,5 m²



"
"Solnantie 30 A, Munkkiniemi, Helsinki","
				Kerrostalo, 1936
			","
				2h+kk+kph (yhtiöjärjestyksen mukaan 2h+kk)
			","
275 000 €


","

275 000 €




47 m²



"
"Kalevankatu 45 D, Kamppi, Helsinki","
				Kerrostalo, 1895
			","
				2 h + k + s
			","
639 000 €


","

639 000 €




86,5 m²



"
"Porintie 3 C, Munkkivuori, Helsinki","
				Kerrostalo, 1957
			","
				3h+k+kph+p
			","
469 000 €


","

469 000 €




78,5 m²



"
"Permanto 2, Vuosaari, Helsinki","
				Rivitalo, 2015
			","
				3h+kt+s
			","
52 247 €


","

52 247 €




78,5 m²



"
"Vattuniemenkatu 10, Lauttasaari, Helsinki","
				Kerrostalo, 2002
			","
				2h, avokeittiö, kph/wc, eteinen, terassiparveke, aidattu piha-alue
			","
300 000 €


","

300 000 €




50,5 m²



"
"Gustav Pauligin katu 8 B, Aurinkolahti, Helsinki","
				Kerrostalo, 2004
			","
				2h+k+kph+s+las.p
			","
249 000 €


","

249 000 €




50 m²



"
"Urheilukatu 18 A, Töölö/Taka-Töölö, Helsinki","
				Kerrostalo, 1932
			","
				2 H+HALLI+K
			","
480 000 €


","

480 000 €




67 m²



"
"Koroistentie 4c A, Ruskeasuo, Helsinki","
				Kerrostalo, 1951
			","
				3h+k+kph+p
			","
388 000 €


","

388 000 €




66 m²



"
"Kivipadontie 4 L, Oulunkylä, Helsinki","
				Kerrostalo, 1971
			","
				3h+k+kph+wc+las.p
			","
249 000 €


","

249 000 €




79 m²



"
"Capellan puistotie 8 B, Kalasatama, Helsinki","
				Kerrostalo, 2013
			","
				2-3h, k, kph, s, las.parveke
			","
449 500 €


","

449 500 €




65,5 m²



"
"Kiviparintie 2, Myllypuro, Helsinki","
				Kerrostalo, 2011
			","
				3H+KT+S
			","
47 166 €


","

47 166 €




75 m²



"
"Liusketie 17 AS 07, Pihlajamäki, Helsinki","
				Kerrostalo, 2001
			","
				3H+K+S
			","
30 076 €


","

30 076 €




77,5 m²



"
"Lumikintie 6 B, Roihuvuori, Helsinki","
				Kerrostalo
			","
				3h+k+kph+p
			","
265 000 €


","

265 000 €




56,5 m²



"
"Kauriintie 5 I, Siltamäki, Helsinki","
				Kerrostalo, 1970
			","
				2h+k+kph+vh+p (yj. 2h+k)
			","
119 000 €


","

119 000 €




63,5 m²



"
"Sissosentie 15 ja 20 sekä Ajopolku 8, Herttoniemi, Helsinki","
				Kerrostalo, 1994
			","
				2H+K+S
			","
10 825 €


","

10 825 €




62 m²



"
"Aleksis Kiven Katu 19 aE, Vallila, Helsinki","
				Kerrostalo, 2017
			","
				3h+k+kph+sauna
			","
460 000 €


","

460 000 €




69,5 m²



"
"Paraistentie 16 A, Ruskeasuo, Helsinki","
				Kerrostalo, 1994
			","
				3h,k,kph,p/Yhtiöj. mukaan 3 h + k
			","
319 000 €


","

319 000 €




65 m²



"
"Kuubankatu 4 B, Jätkäsaari, Helsinki","
				Kerrostalo, 2022
			","
				3H+KT+S+lasitettu parveke ( yhj,n mukaan 3H+KT+S)
			","
344 906 €


","

344 906 €




74,5 m²



"
"Sandelsinkatu 4, Taka-Töölö, Helsinki","
				Kerrostalo, 1934
			","
				2h + avok + eteinen +vaatehuone + siivouskaappi
			","
420 000 €


","

420 000 €




48 m²



"
"Mellinintie 5 A 07, Laajasalo, Helsinki","
				Kerrostalo, 2016
			","
				3H+KT
			","
40 305 €


","

40 305 €




65,5 m²



"
"Asetelmankatu 2 A5, Kuninkaantammi, Helsinki","
				Kerrostalo, 2023
			","
				2h+kt
			","
227 900 €


","

227 900 €




43,5 m²



"
"Bertha Pauligin katu 2a A 20, Aurinkolahti, Helsinki","
				Kerrostalo, 2023
			","
				2h, kt, kph, lasitettu parveke
			","
237 400 €


","

237 400 €




42,5 m²



"
"Välimerenkatu 20, Jätkäsaari, Helsinki","
				Kerrostalo, 2019
			","
				3h, k, kph, s, wc, lasitettu parveke
			","
599 000 €


","

599 000 €




79 m²



"
"Perämiehenkatu 7D 10, Punavuori, Helsinki","
				Kerrostalo, 1907
			","
				1-2h, avok, et, kph
			","
320 000 €


","

320 000 €




36,5 m²



"
"Haapaniemenkatu 16 A, Merihaka, Helsinki","
				Kerrostalo, 1974
			","
				2h,kk,kph,las.parveke (yj mukaan 2h+kk)
			","
219 000 €


","

219 000 €




41,5 m²



"
"Suvilahdenkatu 9 B, Sörnäinen, Helsinki","
				Kerrostalo, 1995
			","
				3h+k (yhtiöjärjestyksen mukaan) 
			","
363 000 €


","

363 000 €




65 m²



"
"Luutnantinpolku 9 E, Malminkartano, Helsinki","
				Kerrostalo, 1982
			","
				2h+k+kh+parv. (yhtiöjärjestyksen mukaan 2 h+k+kh+parv.)
			","
134 000 €


","

134 000 €




65 m²



"
"Honkilahdentie 4 E, Vesala, Helsinki","
				Rivitalo, 1985
			","
				3h+k+s+vh+las.terassi+varasto
			","
239 000 €


","

239 000 €




83,5 m²



"
"Perhekunnantie 4 D, Hakuninmaa, Helsinki","
				Rivitalo, 1986
			","
				3h, avok, kph, s, wc, vh, varasto, piha
			","
309 000 €


","

309 000 €




75,5 m²



"
"Rahakamarinkatu 2 B, Pasila, Helsinki","
				Kerrostalo, 1987
			","
				3h, k, kph, vh, parveke
			","
269 000 €


","

269 000 €




72 m²



"
"Teininrinne 7 A 3, Oulunkylä, Helsinki","
				Kerrostalo, 2025
			","
				2h,avok,kph,lasitettu parveke
			","
199 000 €


","

199 000 €




34,5 m²



"
